fhc, 1499/udp, Consultora
vlsi-lm, 1500/tcp, Manager
vlsi-lm, 1500/udp, Manager
saiscm, 1501/tcp, 3
saiscm, 1501/udp, 3
shivadiscovery, 1502/tcp, Shiva
shivadiscovery, 1502/udp, Shiva
imtc-mcs, 1503/tcp, Databeam
imtc-mcs, 1503/udp, Databeam
evb-elm, 1504/tcp, Manager
evb-elm, 1504/udp, Manager
funkproxy, 1505/tcp, Inc.
funkproxy, 1505/udp, Inc.
utcd, 1506/tcp, (utcd)
utcd, 1506/udp, (utcd)
symplex, 1507/tcp, symplex
symplex, 1507/udp, symplex
diagmond, 1508/tcp, diagmond
diagmond, 1508/udp, diagmond
robcad-lm, 1509/tcp, Manager
robcad-lm, 1509/udp, Manager
mvx-lm, 1510/tcp, Man.
mvx-lm, 1510/udp, Man.
3l-l1, 1511/tcp, 3l-l1
3l-l1, 1511/udp, 3l-l1
fujitsu-dtc, 1513/tcp, Inc
fujitsu-dtc, 1513/udp, Inc
fujitsu-dtcns, 1514/tcp, Inc
fujitsu-dtcns, 1514/udp, Inc
ifor-protocol, 1515/tcp, ifor-protocol
ifor-protocol, 1515/udp, ifor-protocol
vpad, 1516/tcp, data
vpad, 1516/udp, data
vpac, 1517/tcp, control
vpac, 1517/udp, control
vpvd, 1518/tcp, data
vpvd, 1518/udp, data
vpvc, 1519/tcp, control
vpvc, 1519/udp, control
atm-zip-office, 1520/tcp, office
atm-zip-office, 1520/udp, office
ncube-lm, 1521/tcp, Manager
ncube-lm, 1521/udp, Manager
cichild-lm, 1523/tcp, cichild
cichild-lm, 1523/udp, cichild
pdap-np, 1526/tcp, non-priv
pdap-np, 1526/udp, non-priv
tlisrv, 1527/tcp, oracle
tlisrv, 1527/udp, oracle
coauthor, 1529/udp, oracle
rap-service, 1530/tcp, rap-service
rap-service, 1530/udp, rap-service
rap-listen, 1531/tcp, rap-listen
rap-listen, 1531/udp, rap-listen
miroconnect, 1532/tcp, miroconnect
miroconnect, 1532/udp, miroconnect
virtual-places, 1533/tcp, Software
virtual-places, 1533/udp, Software
micromuse-lm, 1534/tcp, micromuse-lm
micromuse-lm, 1534/udp, micromuse-lm
ampr-info, 1535/tcp, ampr-info
ampr-info, 1535/udp, ampr-info
ampr-inter, 1536/tcp, ampr-inter
ampr-inter, 1536/udp, ampr-inter
sdsc-lm, 1537/tcp, isi-lm
sdsc-lm, 1537/udp, isi-lm
3ds-lm, 1538/tcp, 3ds-lm
3ds-lm, 1538/udp, 3ds-lm
intellistor-lm, 1539/tcp, Manager
intellistor-lm, 1539/udp, Manager
rds, 1540/tcp, rds
rds, 1540/udp, rds
rds2, 1541/tcp, rds2
rds2, 1541/udp, rds2
gridgen-elmd, 1542/tcp, gridgen-elmd
gridgen-elmd, 1542/udp, gridgen-elmd
simba-cs, 1543/tcp, simba-cs
simba-cs, 1543/udp, simba-cs
aspeclmd, 1544/tcp, aspeclmd
aspeclmd, 1544/udp, aspeclmd
vistium-share, 1545/tcp, vistium-share
vistium-share, 1545/udp, vistium-share
abbaccuray, 1546/tcp, abbaccuray
abbaccuray, 1546/udp, abbaccuray
laplink, 1547/tcp, laplink
laplink, 1547/udp, laplink
axon-lm, 1548/tcp, Manager
axon-lm, 1548/udp, Manager
shivahose, 1549/tcp, Hose
shivasound, 1549/udp, Sound
3m-image-lm, 1550/tcp, Company
3m-image-lm, 1550/udp, Company
hecmtl-db, 1551/tcp, HECMTL-DB
hecmtl-db, 1551/udp, HECMTL-DB
pciarray, 1552/tcp, pciarray
pciarray, 1552/udp, pciarray
sna-cs, 1553/tcp, sna-cs
sna-cs, 1553/udp, sna-cs
caci-lm, 1554/tcp, Manager
caci-lm, 1554/udp, Manager
livelan, 1555/tcp, livelan
livelan, 1555/udp, livelan
veritas_pbx, 1556/tcp, Exchange
veritas_pbx, 1556/udp, Exchange
arbortext-lm, 1557/tcp, Manager
arbortext-lm, 1557/udp, Manager
xingmpeg, 1558/tcp, xingmpeg
xingmpeg, 1558/udp, xingmpeg
web2host, 1559/tcp, web2host
web2host, 1559/udp, web2host
asci-val, 1560/tcp, ASCI-RemoteSHADOW
asci-val, 1560/udp, ASCI-RemoteSHADOW
facilityview, 1561/tcp, facilityview
facilityview, 1561/udp, facilityview
pconnectmgr, 1562/tcp, pconnectmgr
pconnectmgr, 1562/udp, pconnectmgr
cadabra-lm, 1563/tcp, Manager
cadabra-lm, 1563/udp, Manager
pay-per-view, 1564/tcp, Pay-Per-View
pay-per-view, 1564/udp, Pay-Per-View
winddlb, 1565/tcp, WinDD
winddlb, 1565/udp, WinDD
corelvideo, 1566/tcp, CORELVIDEO
corelvideo, 1566/udp, CORELVIDEO
jlicelmd, 1567/tcp, jlicelmd
jlicelmd, 1567/udp, jlicelmd
tsspmap, 1568/tcp, tsspmap
tsspmap, 1568/udp, tsspmap
ets, 1569/tcp, ets
ets, 1569/udp, ets
orbixd, 1570/tcp, orbixd
orbixd, 1570/udp, orbixd
rdb-dbs-disp, 1571/tcp, Base
rdb-dbs-disp, 1571/udp, Base
chip-lm, 1572/tcp, Manager
chip-lm, 1572/udp, Manager
itscomm-ns, 1573/tcp, itscomm-ns
itscomm-ns, 1573/udp, itscomm-ns
mvel-lm, 1574/tcp, mvel-lm
mvel-lm, 1574/udp, mvel-lm
oraclenames, 1575/tcp, oraclenames
oraclenames, 1575/udp, oraclenames
moldflow-lm, 1576/tcp, Manager
moldflow-lm, 1576/udp, Manager
hypercube-lm, 1577/tcp, hypercube-lm
hypercube-lm, 1577/udp, hypercube-lm
jacobus-lm, 1578/tcp, Manager
jacobus-lm, 1578/udp, Manager
ioc-sea-lm, 1579/tcp, ioc-sea-lm
ioc-sea-lm, 1579/udp, ioc-sea-lm
tn-tl-r1, 1580/tcp, tn-tl-r1
tn-tl-r2, 1580/udp, tn-tl-r2
mil-2045-47001, 1581/tcp, MIL-2045-47001
mil-2045-47001, 1581/udp, MIL-2045-47001
msims, 1582/tcp, MSIMS
msims, 1582/udp, MSIMS
simbaexpress, 1583/tcp, simbaexpress
simbaexpress, 1583/udp, simbaexpress
tn-tl-fd2, 1584/tcp, tn-tl-fd2
tn-tl-fd2, 1584/udp, tn-tl-fd2
intv, 1585/tcp, intv
intv, 1585/udp, intv
ibm-abtact, 1586/tcp, ibm-abtact
ibm-abtact, 1586/udp, ibm-abtact
pra_elmd, 1587/tcp, pra_elmd
pra_elmd, 1587/udp, pra_elmd
triquest-lm, 1588/tcp, triquest-lm
triquest-lm, 1588/udp, triquest-lm
vqp, 1589/tcp, VQP
vqp, 1589/udp, VQP
gemini-lm, 1590/tcp, gemini-lm
gemini-lm, 1590/udp, gemini-lm
ncpm-pm, 1591/tcp, ncpm-pm
ncpm-pm, 1591/udp, ncpm-pm
commonspace, 1592/tcp, commonspace
commonspace, 1592/udp, commonspace
mainsoft-lm, 1593/tcp, mainsoft-lm
mainsoft-lm, 1593/udp, mainsoft-lm
sixtrak, 1594/tcp, sixtrak
sixtrak, 1594/udp, sixtrak
radio, 1595/tcp, radio
radio, 1595/udp, radio
radio-sm, 1596/tcp, radio-sm
radio-bc, 1596/udp, radio-bc
orbplus-iiop, 1597/tcp, orbplus-iiop
orbplus-iiop, 1597/udp, orbplus-iiop
picknfs, 1598/tcp, picknfs
picknfs, 1598/udp, picknfs
simbaservices, 1599/tcp, simbaservices
simbaservices, 1599/udp, simbaservices
issd, 1600/tcp, issd
issd, 1600/udp, issd
aas, 1601/tcp, aas
aas, 1601/udp, aas
inspect, 1602/tcp, inspect
inspect, 1602/udp, inspect
picodbc, 1603/tcp, pickodbc
picodbc, 1603/udp, pickodbc
icabrowser, 1604/tcp, icabrowser
icabrowser, 1604/udp, icabrowser
slp, 1605/tcp, Protocol)
slp, 1605/udp, Protocol)
slm-api, 1606/tcp, (SLM-API)
slm-api, 1606/udp, (SLM-API)
stt, 1607/tcp, stt
stt, 1607/udp, stt
smart-lm, 1608/tcp, Manager
smart-lm, 1608/udp, Manager
isysg-lm, 1609/tcp, isysg-lm
isysg-lm, 1609/udp, isysg-lm
taurus-wh, 1610/tcp, taurus-wh
taurus-wh, 1610/udp, taurus-wh
ill, 1611/tcp, Loan
ill, 1611/udp, Loan
netbill-trans, 1612/tcp, Server
netbill-trans, 1612/udp, Server
netbill-keyrep, 1613/tcp, Repository
netbill-keyrep, 1613/udp, Repository
netbill-cred, 1614/tcp, Server
netbill-cred, 1614/udp, Server
netbill-auth, 1615/tcp, Server
netbill-auth, 1615/udp, Server
netbill-prod, 1616/tcp, Server
netbill-prod, 1616/udp, Server
nimrod-agent, 1617/tcp, Communication
nimrod-agent, 1617/udp, Communication
skytelnet, 1618/tcp, skytelnet
skytelnet, 1618/udp, skytelnet
xs-openstorage, 1619/tcp, xs-openstorage
xs-openstorage, 1619/udp, xs-openstorage
faxportwinport, 1620/tcp, faxportwinport
faxportwinport, 1620/udp, faxportwinport
softdataphone, 1621/tcp, softdataphone
softdataphone, 1621/udp, softdataphone
ontime, 1622/tcp, ontime
ontime, 1622/udp, ontime
jaleosnd, 1623/tcp, jaleosnd
jaleosnd, 1623/udp, jaleosnd
udp-sr-port, 1624/tcp, udp-sr-port
udp-sr-port, 1624/udp, udp-sr-port
svs-omagent, 1625/tcp, svs-omagent
svs-omagent, 1625/udp, svs-omagent
shockwave, 1626/tcp, Shockwave
shockwave, 1626/udp, Shockwave
t128-gateway, 1627/tcp, Gateway
t128-gateway, 1627/udp, Gateway
lontalk-norm, 1628/tcp, normal
lontalk-norm, 1628/udp, normal
lontalk-urgnt, 1629/tcp, urgent
lontalk-urgnt, 1629/udp, urgent
oraclenet8cman, 1630/tcp, Cman
oraclenet8cman, 1630/udp, Cman
visitview, 1631/tcp, view
visitview, 1631/udp, view
pammratc, 1632/tcp, PAMMRATC
pammratc, 1632/udp, PAMMRATC
pammrpc, 1633/tcp, PAMMRPC
pammrpc, 1633/udp, PAMMRPC
loaprobe, 1634/tcp, Probe
loaprobe, 1634/udp, Probe
edb-server1, 1635/tcp, 1
edb-server1, 1635/udp, 1
isdc, 1636/tcp, control
isdc, 1636/udp, control
islc, 1637/tcp, control
islc, 1637/udp, control
ismc, 1638/tcp, control
ismc, 1638/udp, control
cert-initiator, 1639/tcp, cert-initiator
cert-initiator, 1639/udp, cert-initiator
cert-responder, 1640/tcp, cert-responder
cert-responder, 1640/udp, cert-responder
invision, 1641/tcp, InVision
invision, 1641/udp, InVision
isis-am, 1642/tcp, isis-am
isis-am, 1642/udp, isis-am
isis-ambc, 1643/tcp, isis-ambc
isis-ambc, 1643/udp, isis-ambc
saiseh, 1644/tcp, 4
saiseh, 1644/udp, 4
rsap, 1647/tcp, rsap
rsap, 1647/udp, rsap
concurrent-lm, 1648/tcp, concurrent-lm
concurrent-lm, 1648/udp, concurrent-lm
nkd, 1650/tcp, nkdn
nkd, 1650/udp, nkd
shiva_confsrvr, 1651/tcp, shiva_confsrvr
shiva_confsrvr, 1651/udp, shiva_confsrvr
xnmp, 1652/tcp, xnmp
xnmp, 1652/udp, xnmp
alphatech-lm, 1653/tcp, alphatech-lm
alphatech-lm, 1653/udp, alphatech-lm
stargatealerts, 1654/tcp, stargatealerts
stargatealerts, 1654/udp, stargatealerts
dec-mbadmin, 1655/tcp, dec-mbadmin
dec-mbadmin, 1655/udp, dec-mbadmin
dec-mbadmin-h, 1656/tcp, dec-mbadmin-h
dec-mbadmin-h, 1656/udp, dec-mbadmin-h
fujitsu-mmpdc, 1657/tcp, fujitsu-mmpdc
fujitsu-mmpdc, 1657/udp, fujitsu-mmpdc
sixnetudr, 1658/tcp, sixnetudr
sixnetudr, 1658/udp, sixnetudr
sg-lm, 1659/tcp, Manager
sg-lm, 1659/udp, Manager
skip-mc-gikreq, 1660/tcp, skip-mc-gikreq
skip-mc-gikreq, 1660/udp, skip-mc-gikreq
netview-aix-1, 1661/tcp, netview-aix-1
netview-aix-1, 1661/udp, netview-aix-1
netview-aix-2, 1662/tcp, netview-aix-2
netview-aix-2, 1662/udp, netview-aix-2
netview-aix-3, 1663/tcp, netview-aix-3
netview-aix-3, 1663/udp, netview-aix-3
netview-aix-4, 1664/tcp, netview-aix-4
netview-aix-4, 1664/udp, netview-aix-4
netview-aix-5, 1665/tcp, netview-aix-5
netview-aix-5, 1665/udp, netview-aix-5
netview-aix-6, 1666/tcp, netview-aix-6
netview-aix-6, 1666/udp, netview-aix-6
netview-aix-7, 1667/tcp, netview-aix-7
netview-aix-7, 1667/udp, netview-aix-7
netview-aix-8, 1668/tcp, netview-aix-8
netview-aix-8, 1668/udp, netview-aix-8
netview-aix-9, 1669/tcp, netview-aix-9
netview-aix-9, 1669/udp, netview-aix-9
netview-aix-10, 1670/tcp, netview-aix-10
netview-aix-10, 1670/udp, netview-aix-10
netview-aix-11, 1671/tcp, netview-aix-11
netview-aix-11, 1671/udp, netview-aix-11
netview-aix-12, 1672/tcp, netview-aix-12
netview-aix-12, 1672/udp, netview-aix-12
proshare-mc-1, 1673/tcp, Multicast
proshare-mc-1, 1673/udp, Multicast
proshare-mc-2, 1674/tcp, Multicast
proshare-mc-2, 1674/udp, Multicast
pdp, 1675/tcp, Products
pdp, 1675/udp, Products
netcomm1, 1676/tcp, netcomm1
netcomm2, 1676/udp, netcomm2
groupwise, 1677/tcp, groupwise
groupwise, 1677/udp, groupwise
prolink, 1678/tcp, prolink
prolink, 1678/udp, prolink
darcorp-lm, 1679/tcp, darcorp-lm
darcorp-lm, 1679/udp, darcorp-lm
microcom-sbp, 1680/tcp, microcom-sbp
microcom-sbp, 1680/udp, microcom-sbp
sd-elmd, 1681/tcp, sd-elmd
sd-elmd, 1681/udp, sd-elmd
lanyon-lantern, 1682/tcp, lanyon-lantern
lanyon-lantern, 1682/udp, lanyon-lantern
ncpm-hip, 1683/tcp, ncpm-hip
ncpm-hip, 1683/udp, ncpm-hip
snaresecure, 1684/tcp, SnareSecure
snaresecure, 1684/udp, SnareSecure
n2nremote, 1685/tcp, n2nremote
n2nremote, 1685/udp, n2nremote
cvmon, 1686/tcp, cvmon
cvmon, 1686/udp, cvmon
nsjtp-ctrl, 1687/tcp, nsjtp-ctrl
nsjtp-ctrl, 1687/udp, nsjtp-ctrl
nsjtp-data, 1688/tcp, nsjtp-data
nsjtp-data, 1688/udp, nsjtp-data
firefox, 1689/tcp, firefox
firefox, 1689/udp, firefox
ng-umds, 1690/tcp, ng-umds
ng-umds, 1690/udp, ng-umds
empire-empuma, 1691/tcp, empire-empuma
empire-empuma, 1691/udp, empire-empuma
sstsys-lm, 1692/tcp, sstsys-lm
sstsys-lm, 1692/udp, sstsys-lm
rrirtr, 1693/tcp, rrirtr
rrirtr, 1693/udp, rrirtr
rrimwm, 1694/tcp, rrimwm
rrimwm, 1694/udp, rrimwm
rrilwm, 1695/tcp, rrilwm
rrilwm, 1695/udp, rrilwm
rrifmm, 1696/tcp, rrifmm
rrifmm, 1696/udp, rrifmm
rrisat, 1697/tcp, rrisat
rrisat, 1697/udp, rrisat
rsvp-encap-1, 1698/tcp, RSVP-ENCAPSULATION-1
rsvp-encap-1, 1698/udp, RSVP-ENCAPSULATION-1
rsvp-encap-2, 1699/tcp, RSVP-ENCAPSULATION-2
rsvp-encap-2, 1699/udp, RSVP-ENCAPSULATION-2
mps-raft, 1700/tcp, mps-raft
mps-raft, 1700/udp, mps-raft
deskshare, 1702/tcp, deskshare
deskshare, 1702/udp, deskshare
hb-engine, 1703/tcp, hb-engine
hb-engine, 1703/udp, hb-engine
bcs-broker, 1704/tcp, bcs-broker
bcs-broker, 1704/udp, bcs-broker
slingshot, 1705/tcp, slingshot
slingshot, 1705/udp, slingshot
jetform, 1706/tcp, jetform
jetform, 1706/udp, jetform
vdmplay, 1707/tcp, vdmplay
vdmplay, 1707/udp, vdmplay
gat-lmd, 1708/tcp, gat-lmd
gat-lmd, 1708/udp, gat-lmd
centra, 1709/tcp, centra
centra, 1709/udp, centra
impera, 1710/tcp, impera
impera, 1710/udp, impera
pptconference, 1711/tcp, pptconference
pptconference, 1711/udp, pptconference
registrar, 1712/tcp, service
registrar, 1712/udp, service
conferencetalk, 1713/tcp, ConferenceTalk
conferencetalk, 1713/udp, ConferenceTalk
sesi-lm, 1714/tcp, sesi-lm
sesi-lm, 1714/udp, sesi-lm
houdini-lm, 1715/tcp, houdini-lm
houdini-lm, 1715/udp, houdini-lm
xmsg, 1716/tcp, xmsg
xmsg, 1716/udp, xmsg
fj-hdnet, 1717/tcp, fj-hdnet
fj-hdnet, 1717/udp, fj-hdnet
caicci, 1721/tcp, caicci
caicci, 1721/udp, caicci
hks-lm, 1722/tcp, Manager
hks-lm, 1722/udp, Manager
pptp, 1723/tcp, pptp
pptp, 1723/udp, pptp
csbphonemaster, 1724/tcp, csbphonemaster
csbphonemaster, 1724/udp, csbphonemaster
iden-ralp, 1725/tcp, iden-ralp
iden-ralp, 1725/udp, iden-ralp
iberiagames, 1726/tcp, IBERIAGAMES
iberiagames, 1726/udp, IBERIAGAMES
winddx, 1727/tcp, winddx
winddx, 1727/udp, winddx
telindus, 1728/tcp, TELINDUS
telindus, 1728/udp, TELINDUS
citynl, 1729/tcp, Management
citynl, 1729/udp, Management
roketz, 1730/tcp, roketz
roketz, 1730/udp, roketz
msiccp, 1731/tcp, MSICCP
msiccp, 1731/udp, MSICCP
proxim, 1732/tcp, proxim
proxim, 1732/udp, proxim
siipat, 1733/tcp, Transmission
siipat, 1733/udp, Transmission
cambertx-lm, 1734/tcp, Management
cambertx-lm, 1734/udp, Management
privatechat, 1735/tcp, PrivateChat
privatechat, 1735/udp, PrivateChat
street-stream, 1736/tcp, street-stream
street-stream, 1736/udp, street-stream
ultimad, 1737/tcp, ultimad
ultimad, 1737/udp, ultimad
gamegen1, 1738/tcp, GameGen1
gamegen1, 1738/udp, GameGen1
webaccess, 1739/tcp, webaccess
webaccess, 1739/udp, webaccess
encore, 1740/tcp, encore
encore, 1740/udp, encore
cisco-net-mgmt, 1741/tcp, cisco-net-mgmt
cisco-net-mgmt, 1741/udp, cisco-net-mgmt
3Com-nsd, 1742/tcp, 3Com-nsd
3Com-nsd, 1742/udp, 3Com-nsd
cinegrfx-lm, 1743/tcp, Manager
cinegrfx-lm, 1743/udp, Manager
ncpm-ft, 1744/tcp, ncpm-ft
ncpm-ft, 1744/udp, ncpm-ft
remote-winsock, 1745/tcp, remote-winsock
remote-winsock, 1745/udp, remote-winsock
ftrapid-1, 1746/tcp, ftrapid-1
ftrapid-1, 1746/udp, ftrapid-1
ftrapid-2, 1747/tcp, ftrapid-2
ftrapid-2, 1747/udp, ftrapid-2
oracle-em1, 1748/tcp, oracle-em1
oracle-em1, 1748/udp, oracle-em1
aspen-services, 1749/tcp, aspen-services
aspen-services, 1749/udp, aspen-services
sslp, 1750/tcp, PortMaster
sslp, 1750/udp, PortMaster
swiftnet, 1751/tcp, SwiftNet
swiftnet, 1751/udp, SwiftNet
lofr-lm, 1752/tcp, Manager
lofr-lm, 1752/udp, Manager
predatar-comms, 1753/tcp, Service
oracle-em2, 1754/tcp, oracle-em2
oracle-em2, 1754/udp, oracle-em2
ms-streaming, 1755/tcp, ms-streaming
ms-streaming, 1755/udp, ms-streaming
capfast-lmd, 1756/tcp, capfast-lmd
capfast-lmd, 1756/udp, capfast-lmd
cnhrp, 1757/tcp, cnhrp
cnhrp, 1757/udp, cnhrp
spss-lm, 1759/tcp, Manager
www-ldap-gw, 1760/tcp, www-ldap-gw
www-ldap-gw, 1760/udp, www-ldap-gw
cft-0, 1761/tcp, cft-0
cft-0, 1761/udp, cft-0
cft-1, 1762/tcp, cft-1
cft-1, 1762/udp, cft-1
cft-2, 1763/tcp, cft-2
cft-2, 1763/udp, cft-2
cft-3, 1764/tcp, cft-3
cft-3, 1764/udp, cft-3
cft-4, 1765/tcp, cft-4
cft-4, 1765/udp, cft-4
cft-5, 1766/tcp, cft-5
cft-5, 1766/udp, cft-5
cft-6, 1767/tcp, cft-6
cft-6, 1767/udp, cft-6
cft-7, 1768/tcp, cft-7
cft-7, 1768/udp, cft-7
bmc-net-adm, 1769/tcp, bmc-net-adm
bmc-net-adm, 1769/udp, bmc-net-adm
bmc-net-svc, 1770/tcp, bmc-net-svc
bmc-net-svc, 1770/udp, bmc-net-svc
vaultbase, 1771/tcp, vaultbase
vaultbase, 1771/udp, vaultbase
essweb-gw, 1772/tcp, Gateway
essweb-gw, 1772/udp, Gateway
kmscontrol, 1773/tcp, KMSControl
kmscontrol, 1773/udp, KMSControl
global-dtserv, 1774/tcp, global-dtserv
global-dtserv, 1774/udp, global-dtserv
femis, 1776/tcp, System
femis, 1776/udp, System
powerguardian, 1777/tcp, powerguardian
powerguardian, 1777/udp, powerguardian
prodigy-intrnet, 1778/tcp, prodigy-internet
prodigy-intrnet, 1778/udp, prodigy-internet
pharmasoft, 1779/tcp, pharmasoft
pharmasoft, 1779/udp, pharmasoft
dpkeyserv, 1780/tcp, dpkeyserv
dpkeyserv, 1780/udp, dpkeyserv
answersoft-lm, 1781/tcp, answersoft-lm
answersoft-lm, 1781/udp, answersoft-lm
hp-hcip, 1782/tcp, hp-hcip
hp-hcip, 1782/udp, hp-hcip
finle-lm, 1784/tcp, Manager
finle-lm, 1784/udp, Manager
windlm, 1785/tcp, Manager
windlm, 1785/udp, Manager
funk-logger, 1786/tcp, funk-logger
funk-logger, 1786/udp, funk-logger
funk-license, 1787/tcp, funk-license
funk-license, 1787/udp, funk-license
psmond, 1788/tcp, psmond
psmond, 1788/udp, psmond
ea1, 1791/tcp, EA1
ea1, 1791/udp, EA1
ibm-dt-2, 1792/tcp, ibm-dt-2
ibm-dt-2, 1792/udp, ibm-dt-2
rsc-robot, 1793/tcp, rsc-robot
rsc-robot, 1793/udp, rsc-robot
cera-bcm, 1794/tcp, cera-bcm
cera-bcm, 1794/udp, cera-bcm
dpi-proxy, 1795/tcp, dpi-proxy
dpi-proxy, 1795/udp, dpi-proxy
vocaltec-admin, 1796/tcp, Administration
vocaltec-admin, 1796/udp, Administration
etp, 1798/tcp, Protocol
etp, 1798/udp, Protocol
netrisk, 1799/tcp, NETRISK
netrisk, 1799/udp, NETRISK
ansys-lm, 1800/tcp, manager
ansys-lm, 1800/udp, manager
msmq, 1801/tcp, Que
msmq, 1801/udp, Que
concomp1, 1802/tcp, ConComp1
concomp1, 1802/udp, ConComp1
hp-hcip-gwy, 1803/tcp, HP-HCIP-GWY
hp-hcip-gwy, 1803/udp, HP-HCIP-GWY
enl, 1804/tcp, ENL
enl, 1804/udp, ENL
enl-name, 1805/tcp, ENL-Name
enl-name, 1805/udp, ENL-Name
musiconline, 1806/tcp, Musiconline
musiconline, 1806/udp, Musiconline
fhsp, 1807/tcp, Protocol
fhsp, 1807/udp, Protocol
oracle-vp2, 1808/tcp, Oracle-VP2
oracle-vp2, 1808/udp, Oracle-VP2
oracle-vp1, 1809/tcp, Oracle-VP1
oracle-vp1, 1809/udp, Oracle-VP1
jerand-lm, 1810/tcp, Manager
jerand-lm, 1810/udp, Manager
scientia-sdb, 1811/tcp, Scientia-SDB
scientia-sdb, 1811/udp, Scientia-SDB
tdp-suite, 1814/tcp, Suite
tdp-suite, 1814/udp, Suite
mmpft, 1815/tcp, MMPFT
mmpft, 1815/udp, MMPFT
harp, 1816/tcp, HARP
harp, 1816/udp, HARP
rkb-oscs, 1817/tcp, RKB-OSCS
rkb-oscs, 1817/udp, RKB-OSCS
etftp, 1818/tcp, Protocol
etftp, 1818/udp, Protocol
plato-lm, 1819/tcp, Manager
plato-lm, 1819/udp, Manager
mcagent, 1820/tcp, mcagent
mcagent, 1820/udp, mcagent
donnyworld, 1821/tcp, donnyworld
donnyworld, 1821/udp, donnyworld
es-elmd, 1822/tcp, es-elmd
es-elmd, 1822/udp, es-elmd
unisys-lm, 1823/tcp, Manager
unisys-lm, 1823/udp, Manager
metrics-pas, 1824/tcp, metrics-pas
metrics-pas, 1824/udp, metrics-pas
direcpc-video, 1825/tcp, Video
direcpc-video, 1825/udp, Video
ardt, 1826/tcp, ARDT
ardt, 1826/udp, ARDT
asi, 1827/tcp, ASI
asi, 1827/udp, ASI
itm-mcell-u, 1828/tcp, itm-mcell-u
itm-mcell-u, 1828/udp, itm-mcell-u
optika-emedia, 1829/tcp, eMedia
optika-emedia, 1829/udp, eMedia
net8-cman, 1830/tcp, Admin
net8-cman, 1830/udp, Admin
myrtle, 1831/tcp, Myrtle
myrtle, 1831/udp, Myrtle
tht-treasure, 1832/tcp, ThoughtTreasure
tht-treasure, 1832/udp, ThoughtTreasure
udpradio, 1833/tcp, udpradio
udpradio, 1833/udp, udpradio
ardusuni, 1834/tcp, Unicast
ardusuni, 1834/udp, Unicast
ardusmul, 1835/tcp, Multicast
ardusmul, 1835/udp, Multicast
ste-smsc, 1836/tcp, ste-smsc
ste-smsc, 1836/udp, ste-smsc
csoft1, 1837/tcp, csoft1
csoft1, 1837/udp, csoft1
talnet, 1838/tcp, TALNET
talnet, 1838/udp, TALNET
netopia-vo1, 1839/tcp, netopia-vo1
netopia-vo1, 1839/udp, netopia-vo1
netopia-vo2, 1840/tcp, netopia-vo2
netopia-vo2, 1840/udp, netopia-vo2
netopia-vo3, 1841/tcp, netopia-vo3
netopia-vo3, 1841/udp, netopia-vo3
netopia-vo4, 1842/tcp, netopia-vo4
netopia-vo4, 1842/udp, netopia-vo4
netopia-vo5, 1843/tcp, netopia-vo5
netopia-vo5, 1843/udp, netopia-vo5
direcpc-dll, 1844/tcp, DirecPC-DLL
direcpc-dll, 1844/udp, DirecPC-DLL
altalink, 1845/tcp, altalink
altalink, 1845/udp, altalink
tunstall-pnc, 1846/tcp, PNC
tunstall-pnc, 1846/udp, PNC
slp-notify, 1847/tcp, Notification
slp-notify, 1847/udp, Notification
fjdocdist, 1848/tcp, fjdocdist
fjdocdist, 1848/udp, fjdocdist
alpha-sms, 1849/tcp, ALPHA-SMS
alpha-sms, 1849/udp, ALPHA-SMS
gsi, 1850/tcp, GSI
gsi, 1850/udp, GSI
ctcd, 1851/tcp, ctcd
ctcd, 1851/udp, ctcd
virtual-time, 1852/tcp, Time
virtual-time, 1852/udp, Time
vids-avtp, 1853/tcp, VIDS-AVTP
vids-avtp, 1853/udp, VIDS-AVTP
buddy-draw, 1854/tcp, Draw
buddy-draw, 1854/udp, Draw
fiorano-rtrsvc, 1855/tcp, RtrSvc
fiorano-rtrsvc, 1855/udp, RtrSvc
fiorano-msgsvc, 1856/tcp, MsgSvc
fiorano-msgsvc, 1856/udp, MsgSvc
datacaptor, 1857/tcp, DataCaptor
datacaptor, 1857/udp, DataCaptor
privateark, 1858/tcp, PrivateArk
privateark, 1858/udp, PrivateArk
gammafetchsvr, 1859/tcp, Server
gammafetchsvr, 1859/udp, Server
sunscalar-svc, 1860/tcp, Services
sunscalar-svc, 1860/udp, Services
lecroy-vicp, 1861/tcp, VICP
lecroy-vicp, 1861/udp, VICP
mysql-cm-agent, 1862/tcp, Agent
mysql-cm-agent, 1862/udp, Agent
msnp, 1863/tcp, MSNP
msnp, 1863/udp, MSNP
paradym-31port, 1864/tcp, Port
paradym-31port, 1864/udp, Port
entp, 1865/tcp, ENTP
entp, 1865/udp, ENTP
swrmi, 1866/tcp, swrmi
swrmi, 1866/udp, swrmi
udrive, 1867/tcp, UDRIVE
udrive, 1867/udp, UDRIVE
viziblebrowser, 1868/tcp, VizibleBrowser
viziblebrowser, 1868/udp, VizibleBrowser
transact, 1869/tcp, TransAct
transact, 1869/udp, TransAct
sunscalar-dns, 1870/tcp, Service
sunscalar-dns, 1870/udp, Service
canocentral0, 1871/tcp, 0
canocentral0, 1871/udp, 0
canocentral1, 1872/tcp, 1
canocentral1, 1872/udp, 1
fjmpjps, 1873/tcp, Fjmpjps
fjmpjps, 1873/udp, Fjmpjps
